"","educ","income"
"2509",12,19480.16
"2510",13,44526.97
"2511",14,41735.46
"2512",10,47620.29
"2513",7,45437.47
"2514",15,22295.67
"2515",9,128017.8
"2516",15,37388.64
"2517",9,77845.01
"2518",16,73846.06
"2519",13,30199.94
"2520",12,46489.86
"2521",14,70033.46
"2522",10,57212.62
"2523",15,29377.46
"2524",8,26134.15
"2525",12,64253.94
"2526",9,51195.23
"2527",6,73461.87
"2528",12,79462.16
"2529",15,42727.1
"2530",11,65697.18
"2531",17,59071.99
"2532",11,25488.27
"2533",13,84927.9
"2534",10,35076.16
"2535",11,88837.49
"2536",14,20424.42
"2537",12,54936.23
"2538",12,82742.92
"2539",5,32140.6
"2540",11,25111.16
"2541",14,37994.63
"2542",11,119441.58
"2543",11,41918.83
"2544",12,61052.02
"2545",13,23663.89
"2546",13,69740.81
"2547",6,63540.93
"2548",13,65461.48
"2549",17,33998.22
"2550",9,25890.72
"2551",9,57399.38
"2552",17,70190.63
"2553",10,70594.27
"2554",11,72443.95
"2555",9,104991.03
"2556",13,79172.78
"2557",6,40550.42
"2558",10,39111.24
"2559",16,18192.19
"2560",11,37212.17
"2561",13,73065.52
"2562",8,47585.03
"2563",11,73036.46
"2564",11,82551.46
"2565",7,79251.09
"2566",8,141316.1
"2567",15,75575.12
"2568",12,38530.18
"2569",10,35928.88
"2570",13,110530.58
"2571",13,49715.62
"2572",10,86538.3
"2573",9,43091.33
"2574",7,35665.84
"2575",7,74967.42
"2576",12,20379.12
"2577",11,48791.04
"2578",13,18464.53
"2579",12,86145.56
"2580",10,37609.54
"2581",10,40002.28
"2582",10,73967.71
"2583",10,23961.57
"2584",9,24144.46
"2585",12,52739.95
"2586",13,40305.28
"2587",12,70351.54
"2588",5,59630.97
"2589",11,62967.08
"2590",13,24385.2
"2591",8,117049.44
"2592",7,18228.55
"2593",7,72205.17
"2594",11,28185.27
"2595",17,26747.16
"2596",11,59901.21
"2597",15,45570.95
"2598",16,34590.28
"2599",16,27095.1
"2600",20,58620.18
"2601",14,73310.95
"2602",14,53912.63
"2603",19,57670.42
"2604",10,63281.9
"2605",11,51320.72
"2606",12,40171.39
"2607",18,33888.41
"2608",2,100977.74
"2609",8,108809.45
"2610",11,76584.15
"2611",15,23577.19
"2612",9,63313.65
"2613",15,79876.79
"2614",11,41478.9
"2615",10,18926.98
"2616",11,87086.83
"2617",9,42923.54
"2618",14,55451.72
"2619",8,59431.37
"2620",18,34079.69
"2621",8,84088.45
"2622",11,167099.66
"2623",13,105097.39
"2624",13,63194.27
"2625",12,19363.96
"2626",13,15588.42
"2627",18,60373.86
"2628",15,52182.82
"2629",12,41420.63
"2630",18,59561.82
"2631",14,59932.43
"2632",14,51620.9
"2633",16,61787.32
"2634",12,136284.52
"2635",14,31236.7
"2636",11,32273.31
"2637",12,23904.72
"2638",12,44338.58
"2639",9,58052.91
"2640",20,60831.31
"2641",12,56597.96
"2642",19,12339.54
"2643",12,54405.4
"2644",11,29538.34
"2645",16,21775.59
"2646",15,73725.4
"2647",13,78476.49
"2648",20,62747.99
"2649",9,54905.19
"2650",14,35118.76
"2651",14,87521.66
"2652",9,208600.08
"2653",12,66178.39
"2654",16,35502.05
"2655",14,65772.12
"2656",4,38632.4
"2657",4,37162.11
"2658",11,43098.51
"2659",14,33161.09
"2660",15,60870.15
"2661",11,82622.98
"2662",18,58578.58
"2663",15,69202.57
"2664",16,50527.42
"2665",10,49399.97
"2666",11,73921.16
"2667",8,27943.79
"2668",11,97491.99
"2669",11,38721.86
"2670",15,37983.21
"2671",13,52416.05
"2672",12,37274.21
"2673",12,37262.41
"2674",16,35936.47
"2675",15,58975.32
"2676",6,103328.52
"2677",11,37727.13
"2678",10,20523.75
"2679",9,40953.58
"2680",15,62125.71
"2681",14,38425.32
"2682",16,35437.19
"2683",12,100745.9
"2684",8,41120.01
"2685",18,60881.13
"2686",13,40196.23
"2687",13,104567.61
"2688",5,51853.44
"2689",10,53946.42
"2690",16,25049.23
"2691",14,34509.47
"2692",15,116744
"2693",11,80440
"2694",6,100673.46
"2695",8,50897.01
"2696",10,36971.01
"2697",19,43260.77
"2698",15,90576.61
"2699",11,71731.83
"2700",5,34278.75
"2701",10,62771.04
"2702",12,58725.72
"2703",10,49222.24
"2704",16,46494.86
"2705",20,53970.72
"2706",15,87024.28
"2707",6,88145.28
"2708",14,48556.72
"2709",11,78444.33
"2710",14,35337.28
"2711",19,22921.54
"2712",13,36685.7
"2713",14,23302.6
"2714",9,86564.41
"2715",13,72399.39
"2716",8,44045.95
"2717",15,87491.51
"2718",12,61444.9
"2719",14,70522.77
"2720",15,77040.33
"2721",15,39404.95
"2722",10,73415.84
"2723",12,54148.58
"2724",18,38053.27
"2725",13,92400.53
"2726",10,153342.1
"2727",13,105672.79
"2728",11,30403.13
"2729",11,46246.6
"2730",14,64888.07
"2731",14,151994.02
"2732",12,26192.84
"2733",13,65214.57
"2734",13,76325.13
"2735",12,90260.48
"2736",12,156426.49
"2737",15,48579
"2738",14,32925.75
"2739",14,40097.09
"2740",15,43561.89
"2741",13,24358.3
"2742",11,22678.52
"2743",8,36202.03
"2744",12,38223.07
"2745",18,29958.26
"2746",15,58732.02
"2747",12,25636.11
"2748",13,29680.16
"2749",10,38176.36
"2750",15,117329.01
"2751",14,51270.4
"2752",20,83249.16
"2753",10,30310.54
"2754",10,55389.1
"2755",5,20172.93
"2756",17,125646.9
"2757",10,67925.52
"2758",13,19511.13
"2759",10,108846.64
"2760",11,104149.78
"2761",14,50843.62
"2762",8,26879.97
"2763",9,55754.88
"2764",13,51070.36
"2765",14,137524.74
"2766",16,52450.09
"2767",14,22829.46
"2768",8,60943.05
"2769",13,73190.93
"2770",12,75472.38
"2771",10,87904.64
"2772",16,45300.81
"2773",10,63856.88
"2774",13,69785.8
"2775",13,33333.79
"2776",15,37558.29
"2777",15,26029.73
"2778",15,42829.05
"2779",9,71559.45
"2780",8,36314.51
"2781",6,29170.19
"2782",14,42480.01
"2783",13,73914.09
"2784",10,34320.94
"2785",10,83407.69
"2786",15,39111.89
"2787",10,81411.45
"2788",11,22738.44
"2789",13,25408.88
"2790",11,37424.83
"2791",9,32508.48
"2792",9,81317.58
"2793",13,68142.15
"2794",16,99957.57
"2795",12,23769.13
"2796",14,68828.6
"2797",9,60303.52
"2798",12,60166.57
"2799",17,68573.66
"2800",10,23493.41
"2801",13,66601.65
"2802",18,45526.02
"2803",14,54173.39
"2804",14,41428.16
"2805",11,71791.72
"2806",14,80820.05
"2807",7,45112.05
"2808",7,56832.23
"2809",13,113443.91
"2810",17,17290.8
"2811",17,52243.49
"2812",17,121185.14
"2813",17,40953.05
"2814",7,33247.51
"2815",10,55488.4
"2816",13,32792.89
"2817",11,21969.96
"2818",8,38929.71
"2819",11,15679.54
"2820",17,31492
"2821",11,60173.04
"2822",9,72479.41
"2823",16,49924.83
"2824",10,47880.17
"2825",9,47775.97
"2826",11,65286.25
"2827",13,23210.23
"2828",18,42374.64
"2829",15,76502.66
"2830",17,37803.54
"2831",12,28798.94
"2832",14,54330.09
"2833",14,62522.3
"2834",16,57855.18
"2835",9,68282.24
"2836",13,29803.3
"2837",16,77290.14
"2838",15,70573.48
"2839",11,57448.73
"2840",6,64271.68
"2841",7,23985.33
"2842",10,133285.49
"2843",10,36469.63
"2844",4,89420.58
"2845",5,92196.46
"2846",12,25190.09
"2847",15,39635
"2848",20,49264.88
"2849",9,31727.18
"2850",13,59732.7
"2851",9,46914.73
"2852",13,37900.88
"2853",17,34121.08
"2854",13,77769.84
"2855",16,59266.4
"2856",10,26845.63
"2857",7,114865.59
"2858",8,87869.4
"2859",7,49699.48
"2860",9,133746.1
"2861",8,28220.62
"2862",17,22030.08
"2863",16,14273.48
"2864",8,36199.49
"2865",11,37479.36
"2866",15,78671.72
"2867",11,93944.51
"2868",7,54152.29
"2869",17,44241.58
"2870",14,38546.96
"2871",5,78688.34
"2872",12,34588.12
"2873",3,46062.12
"2874",11,37962.11
"2875",12,38604.68
"2876",14,48504.5
"2877",13,54701.62
"2878",16,60423.92
"2879",10,35810.11
"2880",5,24396.05
"2881",16,124221.82
"2882",19,69029.79
"2883",11,81505.35
"2884",14,31462.28
"2885",18,27940.46
"2886",11,55522.59
"2887",15,30978.1
"2888",7,70700.68
"2889",11,68009.74
"2890",11,87094.8
"2891",14,48043.58
"2892",12,41178.85
"2893",14,25259.91
"2894",8,52968.51
"2895",16,148920.8
"2896",10,46217.19
"2897",10,38228.55
"2898",12,24001.59
"2899",15,45978.89
"2900",18,21336.6
"2901",17,71708.52
"2902",15,53025.32
"2903",5,209247.01
"2904",13,58015.81
"2905",14,74950.56
"2906",9,181030.34
"2907",7,33103.88
"2908",9,39179.64
"2909",20,28208.57
"2910",8,34018.16
"2911",10,48162.4
"2912",15,31225.84
"2913",10,48009.39
"2914",12,64661
"2915",14,95897.84
"2916",8,15474.08
"2917",17,26882.57
"2918",11,65260.16
"2919",10,172084.02
"2920",13,27915.74
"2921",12,30386.23
"2922",14,108221.54
"2923",17,24200.72
"2924",10,94920.06
"2925",12,26892.06
"2926",7,16255.76
"2927",14,37278.48
"2928",18,102350.88
"2929",7,51666.31
"2930",16,48488.33
"2931",8,59189.22
"2932",12,46544.77
"2933",6,157507.09
"2934",11,70971.17
"2935",14,58131.91
"2936",15,28982.17
"2937",13,41674.08
"2938",12,25615.38
"2939",8,34036.85
"2940",18,34708.97
"2941",11,31102.03
"2942",14,33840.77
"2943",11,46102.36
"2944",17,83516.64
"2945",11,103060.31
"2946",7,42443.42
"2947",12,107521
"2948",10,89124.08
"2949",14,104105.38
"2950",15,93013.57
"2951",11,54896.54
"2952",2,14983.02
"2953",12,59136.74
"2954",15,29136.61
"2955",11,48919.17
"2956",12,84609.91
"2957",16,54427.64
"2958",10,58095.4
"2959",8,87064.72
"2960",15,34886.78
"2961",16,127973
"2962",13,40573.91
"2963",10,41828.18
"2964",10,45561.67
"2965",10,78560.79
"2966",10,82734.91
"2967",13,43417.77
"2968",15,62087.48
"2969",10,81590.95
"2970",13,44751.94
"2971",14,50409.13
"2972",8,40538.21
"2973",15,63463.13
"2974",14,38282.16
"2975",9,105438.4
"2976",9,45023.04
"2977",16,46325.61
"2978",6,79340.19
"2979",11,139558.68
"2980",11,61229.37
"2981",14,141532.32
"2982",11,40797.23
"2983",10,63957.93
"2984",9,49334.94
"2985",14,151851.78
"2986",15,43487.13
"2987",14,193401.23
"2988",11,62434.85
"2989",10,51177.93
"2990",11,39687.83
"2991",11,35050.83
"2992",12,49434.41
"2993",9,38348.17
"2994",9,65717.63
"2995",6,85570.65
"2996",8,49993.32
"2997",15,55356.01
"2998",14,62249.74
"2999",12,26047.78
"3000",14,58313.29
"3001",8,55312.19
"3002",9,80510.51
"3003",12,65239.2
"3004",14,37782.84
"3005",15,82660.79
"3006",17,41955.9
"3007",13,40322.04
"3008",11,27355.22
"3009",9,100412.97
"3010",8,67801.16
"3011",10,81767.13
"3012",9,52176.69
"3013",10,38362.32
"3014",17,262128.27
"3015",11,30080.07
"3016",11,27421.05
"3017",13,94707.9
"3018",15,44380.33
"3019",11,75535.06
"3020",11,24400.92
"3021",14,60728.16
"3022",11,21303.12
"3023",11,40771.17
"3024",20,33271.8
"3025",15,59252.88
"3026",12,48121.79
"3027",9,46604.24
"3028",11,39149.4
"3029",9,55955.64
"3030",14,83155.58
"3031",10,75177.07
"3032",10,50111.96
"3033",13,93152.65
"3034",12,39094.33
"3035",11,78347.07
"3036",11,67990.56
"3037",12,40929.17
"3038",13,50242.59
"3039",16,68480.44
"3040",10,88113.67
"3041",16,44079.19
"3042",6,55581.94
"3043",8,64361.85
"3044",13,60989.85
"3045",13,73882.58
"3046",7,40093.25
"3047",17,38520.52
"3048",12,83008.56
"3049",20,51418.4
"3050",11,24386.06
"3051",11,48740.92
"3052",10,129194.46
"3053",6,22810.98
"3054",10,15286.12
"3055",14,41748.96
"3056",15,48598.81
"3057",9,73625.05
"3058",14,21882.04
"3059",9,25680.01
"3060",13,50080.44
"3061",13,66168.55
"3062",12,78820.58
"3063",6,22795.67
"3064",6,47940.49
"3065",11,60626.43
"3066",12,31832.76
"3067",11,27381.85
"3068",11,83522.66
"3069",9,34552.92
"3070",7,112090.02
"3071",13,100662.99
"3072",14,46952.18
"3073",10,30009.44
"3074",6,17370.94
"3075",14,74697.91
"3076",6,46005.56
"3077",16,135929.48
"3078",11,135322.94
"3079",18,30849.64
"3080",20,52039.45
"3081",17,48349.68
"3082",15,166339.63
"3083",13,121702.69
"3084",12,46162.99
"3085",5,33736.33
"3086",11,87907.04
"3087",11,27913.99
"3088",10,73490.83
"3089",13,108557.78
"3090",8,60054.78
"3091",13,41059.11
"3092",10,52695.35
"3093",16,51294.85
"3094",8,54665.59
"3095",8,57554.16
"3096",14,77119.71
"3097",12,49822.98
"3098",7,63043
"3099",11,32600.11
"3100",8,113320.9
"3101",8,55868.97
"3102",8,122754.84
"3103",8,64241.63
"3104",12,68583.34
"3105",12,96407.23
"3106",9,48938.3
"3107",12,34839.86
"3108",14,62536.81
"3109",13,67120.34
"3110",14,59936.01
"3111",9,51934.03
"3112",12,36704.72
"3113",8,34380.55
"3114",12,24749.41
"3115",12,31648.45
"3116",12,40478.27
"3117",11,74540.97
"3118",8,73120.57
"3119",13,85843.53
"3120",15,46059.25
"3121",16,45709.77
"3122",12,22874.16
"3123",15,90428.79
"3124",12,84027.2
"3125",13,29172.72
"3126",8,49309.83
"3127",11,28448.19
"3128",12,97284.64
"3129",13,46733.34
"3130",10,28279.79
"3131",13,71689.53
"3132",17,47228.17
"3133",14,56655.69
"3134",14,25657.99
"3135",9,57397.21
"3136",11,47313.27
"3137",9,51277.69
"3138",12,33254.83
"3139",18,46682.58
"3140",8,41793.39
"3141",7,48754.29
"3142",13,61407.32
"3143",8,121925.21
"3144",11,77864.38
"3145",10,47198.47
"3146",12,25724.14
"3147",8,21506.73
"3148",11,60173.42
"3149",16,80795.8
"3150",19,201341.71
"3151",20,74767.42
"3152",10,59004.07
"3153",8,50579.66
"3154",9,46839.77
"3155",16,52133.91
"3156",12,40951.01
"3157",12,62309.71
"3158",17,22410.7
"3159",12,35043.57
"3160",14,43136.99
"3161",13,53400.62
"3162",11,79189.97
"3163",10,31198.62
"3164",10,68567.94
"3165",5,62431.81
"3166",9,88954.09
"3167",9,49332.91
"3168",13,90666.59
"3169",11,45200.74
"3170",10,70262.27
"3171",8,78685
"3172",17,32320.47
"3173",13,20697.67
"3174",13,42765.73
"3175",15,57588.64
"3176",6,45822.5
"3177",15,41509.91
"3178",13,19879.22
"3179",10,21406.9
"3180",17,24249.05
"3181",9,28516.03
"3182",5,25911.34
"3183",14,47279.88
"3184",14,54284.25
"3185",8,45235.36
"3186",12,92178.74
"3187",11,113917.42
"3188",15,56633.58
"3189",6,60014.35
"3190",10,180376.81
"3191",17,43885.47
"3192",6,26713.43
"3193",14,44514.03
"3194",11,84727.16
"3195",9,42874.14
"3196",15,162228
"3197",14,22230.19
"3198",9,48104.13
"3199",17,28271.96
"3200",15,41042.58
"3201",9,32848.2
"3202",13,75225.82
"3203",9,45503.47
"3204",14,22569.42
"3205",15,110271.97
"3206",9,43447
"3207",12,46409.26
"3208",8,34767.15
"3209",7,21321.87
"3210",8,40095.7
"3211",12,48427.11
"3212",13,38402.41
"3213",17,38082.1
"3214",15,23492.65
"3215",14,93816.84
"3216",13,53054.21
"3217",7,61115.47
"3218",15,113410.83
"3219",16,23547.16
"3220",8,21424.89
"3221",7,70092.83
"3222",14,109517.36
"3223",14,51759.83
"3224",14,85768.52
"3225",12,72640.77
"3226",13,49084.56
"3227",10,59528.41
"3228",9,24551.1
"3229",17,31220.76
"3230",11,46874.73
"3231",10,60356.57
"3232",18,46977.54
"3233",19,28552.59
"3234",13,42939.64
"3235",12,73315.74
"3236",14,54139
"3237",9,33523.69
"3238",7,25678.24
"3239",10,40489.06
"3240",14,100723.61
"3241",9,36663.52
"3242",7,59559.86
"3243",16,61942.75
"3244",19,50450.64
"3245",10,164337.21
"3246",13,53802.66
"3247",17,41564.28
"3248",12,74288.94
"3249",9,54717.35
"3250",16,53253.46
"3251",13,24029.79
"3252",13,43939.32
"3253",14,38884.77
"3254",19,83368.39
"3255",8,47259.34
"3256",10,106306.6
"3257",11,91759.23
"3258",20,54303.98
"3259",7,69988.97
"3260",6,73588.18
"3261",9,66165.63
"3262",9,70666.53
"3263",16,31487.01
"3264",10,45547.09
"3265",8,50448.92
"3266",11,58020.84
"3267",11,59305.44
"3268",16,50553.88
"3269",10,43567.02
"3270",7,28843.84
"3271",14,31211.4
"3272",20,36078.74
"3273",11,74001.51
"3274",11,59320.44
"3275",10,119954.62
"3276",8,142968.35
"3277",15,28543.42
"3278",12,43714.22
"3279",14,61696.85
"3280",14,133404.39
"3281",20,20421.89
"3282",10,91874.51
"3283",5,48982.07
"3284",15,43386.76
"3285",18,72780.66
"3286",17,139806.21
"3287",20,49489.15
"3288",16,29909.73
"3289",12,38600.56
"3290",14,81296.01
"3291",12,62932.98
"3292",16,45414.21
"3293",20,47595.51
"3294",8,42243.61
"3295",18,86642.47
"3296",13,72543.73
"3297",20,47586.31
"3298",6,31694.83
"3299",8,93527.29
"3300",15,53137.59
"3301",10,47326.4
"3302",11,55943.7
"3303",16,56837.16
"3304",18,73113.17
"3305",11,111677.86
"3306",13,14967.39
"3307",16,54156.02
"3308",11,43499.25
"3309",8,84616.86
"3310",14,52125.65
"3311",11,59552.6
"3312",10,50760.97
"3313",17,43137.1
"3314",16,236222.92
"3315",10,24806.7
"3316",7,29238.37
"3317",10,60184.59
"3318",9,40950
"3319",18,54603.76
"3320",14,26883.5
"3321",17,61925.06
"3322",6,47850.17
"3323",17,19129.67
"3324",18,44310.03
"3325",12,20298.5
"3326",11,46225.62
"3327",13,48194.39
"3328",10,22121.7
"3329",8,84625.51
"3330",12,54161.22
"3331",4,45485.4
"3332",18,80207.73
"3333",11,48683
"3334",14,29893.95
"3335",14,85368.72
"3336",13,65298.05
"3337",12,29914.09
"3338",12,66296.2
"3339",13,65402.01
"3340",11,51033.19
"3341",8,73207.95
"3342",15,162341.05
"3343",16,81122.07
"3344",9,157100.36
"3345",12,112410.33
"3346",12,38902.9
"3347",13,53704.2
"3348",11,33128.87
"3349",14,56555.64
"3350",13,45989.97
"3351",6,62222.24
"3352",10,43752.01
"3353",15,39970.66
"3354",14,40958.39
"3355",12,67737.74
"3356",15,30351.75
"3357",15,31997.56
"3358",10,26839.96
"3359",6,20856.32
"3360",10,75275.54
"3361",12,84984.85
"3362",13,53880.76
"3363",8,47614.64
"3364",11,71175.23
"3365",9,37928.85
"3366",13,73072.42
"3367",9,65036.77
"3368",13,19266.41
"3369",14,60800.59
"3370",10,36958.39
"3371",17,32612.78
"3372",8,73229.61
"3373",9,64232.71
"3374",8,88891.9
"3375",13,117345.95
"3376",20,65812.23
"3377",14,28996.99
"3378",11,70949.8
"3379",13,50226.9
"3380",16,31316.56
"3381",10,47857.09
"3382",14,36672.65
"3383",13,31378.84
"3384",11,29324.68
"3385",12,48297.28
"3386",14,23067.28
"3387",11,18372.68
"3388",10,82123.12
"3389",9,48404.19
"3390",11,55092.36
"3391",6,123929.99
"3392",12,29126.79
"3393",9,138313.72
"3394",14,62946.39
"3395",10,49224.72
"3396",19,96765.12
"3397",17,45954.5
"3398",10,30157.73
"3399",20,32233.48
"3400",14,41728.56
"3401",12,22588.58
"3402",10,35267.76
"3403",12,59658.11
"3404",12,29134.86
"3405",9,66973.92
"3406",10,48745.93
"3407",11,39115.38
"3408",10,27423.23
"3409",18,43569.81
"3410",15,43485.63
"3411",12,87172.63
"3412",8,43285.33
"3413",11,75742.8
"3414",13,142614.83
"3415",8,29669.4
"3416",15,42729.98
"3417",13,73769.94
"3418",15,95704.23
"3419",8,54590.98
"3420",9,22901.1
"3421",12,40818.55
"3422",16,33187.36
"3423",13,43362.83
"3424",9,54997.42
"3425",10,41408.3
"3426",12,193276.12
"3427",9,53850.32
"3428",14,33208.78
"3429",10,48228.98
"3430",14,34421.64
"3431",14,83571.41
"3432",10,55606.55
"3433",16,27446.25
"3434",12,56626.78
"3435",9,44263.99
"3436",12,40291.18
"3437",7,68981.75
"3438",8,62917.77
"3439",12,70805.85
"3440",4,41407.15
"3441",10,63988.55
"3442",9,52652.12
"3443",13,13959.9
"3444",12,48711.01
"3445",17,39566.18
"3446",15,47921.37
"3447",13,55562.7
"3448",14,29529.53
"3449",17,30701.46
"3450",10,66505.6
"3451",16,39483.81
"3452",16,33836.61
"3453",10,53889.8
"3454",9,45420.79
"3455",9,41853.94
"3456",16,36745.85
"3457",8,56625.41
"3458",11,72379.46
"3459",12,64446.59
"3460",14,36411.17
"3461",11,21451.35
"3462",14,32843.3
"3463",6,27658.55
"3464",10,65941.95
"3465",11,72651.99
"3466",6,80143.97
"3467",10,50449.67
"3468",14,20222.15
"3469",13,191628.06
"3470",10,29845.4
"3471",12,50370.35
"3472",12,38563.2
"3473",9,37162.77
"3474",9,113838.46
"3475",9,109340.31
"3476",11,19518.1
"3477",14,25417.4
"3478",8,26249.39
"3479",13,48662.33
"3480",13,57048.09
"3481",11,65127.24
"3482",13,47248.32
"3483",7,66964.53
"3484",12,25424.23
"3485",9,18010.65
"3486",20,32905.47
"3487",15,26438.23
"3488",11,63281.24
"3489",16,19210.91
"3490",12,42400.12
"3491",15,31413.01
"3492",13,53480.56
"3493",10,52120.18
"3494",14,30309.51
"3495",15,56806.29
"3496",8,44958.94
"3497",11,82507.69
"3498",19,64813.22
"3499",13,41407.25
"3500",10,56468.92
"3501",9,44960.99
"3502",6,39240.04
"3503",14,12618.17
"3504",13,99644.2
"3505",10,43705.78
"3506",17,101874.47
"3507",9,118450.43
"3508",14,26500.81
"3509",8,69105.03
"3510",14,42461.6
"3511",17,101684.59
"3512",9,44088.52
"3513",20,56289.54
"3514",14,50989.77
"3515",11,68576.69
"3516",14,16185.17
"3517",16,50812.3
"3518",15,52306.41
"3519",13,113589.54
"3520",13,54691.85
"3521",12,45077.93
"3522",17,58044.55
"3523",12,44627.4
"3524",14,49447.41
"3525",8,44324.82
"3526",10,34301.94
"3527",12,71238.78
"3528",10,31611.47
"3529",16,32864.32
"3530",16,41784.25
"3531",13,60958.78
"3532",10,56483.79
"3533",10,49616.88
"3534",8,42622.82
"3535",14,38946.18
"3536",15,75410.91
"3537",11,37441.56
"3538",17,34353.52
"3539",10,37814.79
"3540",8,38886.56
"3541",7,40568.96
"3542",20,64574.92
"3543",19,74252.55
"3544",15,33026.31
"3545",13,34598.51
"3546",15,47143.49
"3547",9,58854.17
"3548",16,52159.23
"3549",11,52372.16
"3550",12,47248.18
"3551",8,16341.5
"3552",14,90684.24
"3553",13,85624.61
"3554",18,35792.93
"3555",10,65532.73
"3556",11,109715.81
"3557",12,54978.86
"3558",11,62992.88
"3559",12,60643.68
"3560",10,34030.55
"3561",15,83882.59
"3562",11,31152.79
"3563",11,76296.01
"3564",12,71888.84
"3565",8,40463.63
"3566",17,110194.61
"3567",12,43607.81
"3568",13,67473.7
"3569",13,34978.88
"3570",13,46037.32
"3571",14,35677.92
"3572",9,50426.42
"3573",11,26832.43
"3574",14,35480.69
"3575",12,50748.39
"3576",11,25732.59
"3577",9,87035.82
"3578",8,75837.27
"3579",12,23319.24
"3580",20,51661.86
"3581",11,45902.9
"3582",20,14879.54
"3583",11,56835.39
"3584",19,29611.29
"3585",9,19642.38
"3586",10,44342.8
"3587",9,41144.54
"3588",7,26786.06
"3589",10,58204.53
"3590",9,48646.32
"3591",9,66780.71
"3592",17,63501.07
"3593",11,38683.85
"3594",11,24639.51
"3595",14,84269.94
"3596",6,28639.09
"3597",9,37619.61
"3598",13,29708.32
"3599",8,98476.22
"3600",9,23942.2
"3601",12,84478.91
"3602",14,96402.36
"3603",15,61383.5
"3604",12,61006.37
"3605",18,31731.91
"3606",12,39855.16
"3607",13,73345.85
"3608",13,46369.71
"3609",8,115741.51
"3610",12,135953.49
"3611",10,58757.51
"3612",13,40011.49
"3613",9,56789.68
"3614",7,71921.39
"3615",16,105497.82
"3616",13,39794.71
"3617",13,45859.62
"3618",13,59242.99
"3619",15,55746.47
"3620",13,35644.88
"3621",14,53223.56
"3622",14,43398.34
"3623",12,94782.36
"3624",14,48719.57
"3625",12,24125.19
"3626",15,132257.05
"3627",10,25147.72
"3628",12,26661.29
"3629",12,57850.05
"3630",8,45061.31
"3631",9,30328.99
"3632",16,49545.31
"3633",8,43177.06
"3634",20,21322.52
"3635",11,57270.31
"3636",11,95783.98
"3637",13,74242.77
"3638",9,78776.13
"3639",9,65782.44
"3640",12,55420.36
"3641",5,46398.27
"3642",10,26680.34
"3643",9,30782.32
"3644",8,52419.36
"3645",9,20478.29
"3646",12,50422.7
"3647",5,38104.32
"3648",14,117260.5
"3649",18,93189
"3650",8,40446.06
"3651",11,62471.74
"3652",14,22274.99
"3653",17,26194.4
"3654",9,73003.95
"3655",14,53417.88
"3656",12,30805.75
"3657",13,62262.08
"3658",7,59004.93
"3659",12,49463.77
"3660",13,62406.31
"3661",7,33179.03
"3662",15,38235.89
"3663",7,35792.39
"3664",10,42395.61
"3665",13,60549.28
"3666",16,56792.54
"3667",11,15855.33
"3668",13,49208.6
"3669",10,59970.44
"3670",9,66903.23
"3671",7,130880.72
"3672",17,60821.5
"3673",8,19260.22
"3674",9,47194.74
"3675",7,22124.62
"3676",11,122657.92
"3677",11,133269.57
"3678",11,73667.66
"3679",11,31477.56
"3680",14,35863.92
"3681",12,88501.38
"3682",9,28346.71
"3683",16,58114.4
"3684",12,53808.29
"3685",16,97965.07
"3686",16,33317.67
"3687",16,39043.17
"3688",11,76630.03
"3689",14,30918.45
"3690",4,45904.8
"3691",14,55318.2
"3692",9,30848.79
"3693",12,27670.78
"3694",16,97759.23
"3695",11,46133.2
"3696",14,47809.23
"3697",11,122236.46
"3698",14,37000.42
"3699",7,94810.29
"3700",11,23515.95
"3701",9,54237.16
"3702",8,31731.84
"3703",10,25533.09
"3704",8,56805.54
"3705",15,88336.49
"3706",9,57784.59
"3707",13,33577.97
"3708",12,29533.77
"3709",13,22949.02
"3710",10,62669.88
"3711",13,42747.5
"3712",12,59769.93
"3713",16,115487.48
"3714",12,74166.7
"3715",9,15210.32
"3716",14,32533.38
"3717",12,58976.72
"3718",12,50646.74
"3719",16,45333.5
"3720",16,24388.66
"3721",9,93472.03
"3722",7,41097.06
"3723",7,47832.99
"3724",14,92466.83
"3725",7,23065.99
"3726",15,36426.46
"3727",11,46173.9
"3728",9,27455.56
"3729",7,25230.62
"3730",10,37736.33
"3731",11,37252.76
"3732",7,48629.41
"3733",15,42073.57
"3734",17,54771.87
"3735",9,103351.93
"3736",8,120796.1
"3737",8,32180.66
"3738",12,34535.17
"3739",12,48680.27
"3740",10,108742.92
"3741",10,68265.31
"3742",14,49594.32
"3743",17,32894.43
"3744",5,114076.87
"3745",9,31730.1
"3746",7,40031.76
"3747",6,27072.26
"3748",14,51639.86
"3749",17,141488.83
"3750",15,91256.6
"3751",16,55758.25
"3752",17,52914.37
"3753",14,24761.18
"3754",9,55381.63
"3755",12,95129.04
"3756",11,62724.83
"3757",13,44194.1
"3758",12,72455.8
"3759",13,47329.31
"3760",11,49486.88
"3761",10,65589.27
"3762",9,28562.18
"3763",13,55538.59
"3764",15,23591.83
"3765",13,182438.07
"3766",8,53315.23
"3767",9,24913.83
"3768",10,27635.36
"3769",13,72294.53
"3770",12,18920.19
"3771",14,31615.61
"3772",15,36727.62
"3773",9,32167.23
"3774",8,84620.45
"3775",13,37885.76
"3776",10,30661.25
"3777",13,70932.94
"3778",16,94327.1
"3779",9,108530.76
"3780",13,59069.99
"3781",11,80018.23
"3782",7,83112.97
